squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
90665,76,1,1,100,46863,4,9,2005,1,1,9168,6368,892,0,6,9077965.5
75669,31,1,1,64,58394,5,6,1993,1,1,3501,446,613,1,1,7578283.3
62149,91,1,1,17,28244,6,10,1991,0,1,8579,7117,544,0,2,6221668.1
33532,54,0,1,80,8448,7,3,2021,1,0,773,9548,630,0,10,3362452.1
48104,51,0,1,58,54800,7,9,1998,0,1,5228,5175,343,1,1,4816257.8
25052,88,0,0,94,1083,8,6,2020,0,1,718,6346,703,0,10,2515214.0
30317,33,0,1,78,69973,5,1,2019,1,0,4786,8307,212,1,5,3035229.9
27902,16,1,0,28,84915,1,3,1991,1,0,5299,3617,585,1,3,2797357.1
40327,56,0,1,100,40814,1,1,2013,0,1,8085,5902,951,0,8,4036268.3
81472,22,1,1,16,16662,8,7,2013,0,0,2042,3158,526,0,4,8157989.3
90360,65,1,0,4,11790,6,10,2003,0,1,4727,5639,727,0,4,9039117.3
33023,47,0,1,23,61069,7,7,1998,1,0,6182,6313,988,1,9,3308071.8
64518,90,0,1,61,72165,5,6,2020,1,1,4171,3638,125,0,6,6455071.0
67663,1,1,0,49,17835,2,10,2014,0,1,7856,4653,725,1,2,6775397.4
3584,33,0,1,44,96909,9,8,2019,1,1,6355,9665,562,0,6,362799.9
28748,81,0,1,35,72753,1,2,2010,0,0,1623,2325,283,1,9,2880426.0
17193,18,0,1,72,88316,9,4,2018,1,1,4118,1381,774,0,5,1724888.8
19869,99,0,0,86,12078,10,4,2021,0,1,8661,6108,339,0,3,1992188.1
92696,49,1,0,38,74381,9,2,2021,0,0,1559,5111,957,1,2,9272740.1
33956,92,0,1,46,56356,9,7,2001,0,0,8896,4860,480,1,10,3404280.1
16101,66,1,1,36,5438,5,1,2013,1,0,1772,6971,115,0,10,1621185.3
22238,82,1,0,4,47067,1,7,1996,1,1,8307,4728,667,1,8,2227703.6
10932,28,0,0,49,83133,1,8,2007,0,0,5345,1030,377,1,9,1094185.7
9494,59,1,1,49,34249,7,4,2013,0,0,5051,8101,267,1,4,958561.3
64851,13,0,1,88,90453,7,7,1998,1,0,2127,5573,301,0,10,6492448.8
41565,73,0,1,37,3214,5,3,2021,1,1,1751,8494,180,1,4,4164038.1
19575,90,0,0,75,27813,2,9,2013,1,0,4566,7465,306,1,9,1959201.3
67849,40,0,1,94,87050,5,1,1996,1,0,4405,7746,719,0,4,6792498.6
93746,13,0,0,13,47596,6,6,2003,1,0,5804,668,152,1,10,9376444.3
43239,83,1,1,2,13809,5,8,1996,1,0,3420,4709,820,1,10,4330567.6
79380,51,0,1,50,64269,5,9,2004,0,1,9140,6886,280,1,3,7943681.4
8528,10,1,1,48,16738,8,10,1998,0,0,9256,8714,865,0,0,861004.8
95269,87,0,0,44,9922,6,8,2018,0,1,9071,692,755,0,2,9529625.8
64021,14,1,1,39,75048,7,1,2018,1,1,2634,4578,247,0,3,6412082.8
20714,61,1,1,83,71535,3,5,1993,1,1,9406,9087,277,0,9,2077129.3
13194,75,0,1,16,41855,3,9,2020,0,1,4236,3170,929,1,5,1325734.0
64318,1,1,1,83,82829,9,3,2002,1,1,3395,5111,800,1,10,6446168.2
37132,24,0,0,38,38630,1,1,2009,1,0,6546,5978,797,1,3,3714296.9
12838,35,1,0,10,47345,1,2,2014,1,0,9562,8822,666,1,5,1286311.4
14314,50,0,1,45,5357,3,4,2019,1,0,91,6561,908,1,5,1436966.9
65583,76,0,0,59,9107,7,8,2001,1,0,4577,5742,665,0,0,6562118.1
4563,44,0,0,39,17514,5,9,1999,0,1,5661,7505,199,1,10,457573.9
3452,7,0,1,76,62688,8,8,2001,0,0,6823,9422,106,0,1,355370.1
98793,70,0,1,25,4566,10,4,1994,0,1,557,8325,881,0,2,9885562.4
50478,34,0,0,11,76584,10,8,2015,1,0,5532,7821,711,1,6,5048822.5
37567,65,0,1,62,40714,8,4,2010,0,1,2062,5631,286,1,8,3764024.0
75671,63,1,1,65,8142,7,2,2003,1,0,44,4840,271,1,4,7574463.3
40337,18,1,0,29,53131,10,8,2003,0,1,3339,9765,848,1,6,4038079.3
33349,27,0,0,81,44765,10,6,2001,0,0,7350,1752,701,0,2,3336491.1
42557,71,1,1,23,46686,9,2,2015,1,1,880,1526,938,1,7,4264085.5
60863,52,0,0,44,33691,1,5,2005,1,1,3822,9663,692,1,4,6091262.5
56477,25,1,0,88,73449,8,3,2021,1,1,6692,5509,123,0,3,5654683.1
80915,23,1,1,67,46095,9,6,1992,1,1,5351,1864,569,0,0,8104297.2
54677,64,1,1,94,77132,2,10,1996,1,0,1236,3643,537,1,2,5477618.6
66727,25,0,1,24,50462,8,3,2017,0,0,8190,569,239,1,4,6675463.7
89561,54,1,1,92,87853,8,1,1993,0,0,1171,1845,982,0,4,8968239.3
77271,53,0,1,39,69769,3,9,2010,1,0,4050,6941,403,0,7,7734866.0
17655,55,0,0,58,50837,8,1,2012,1,0,4895,8842,297,0,7,1769201.2
94388,7,1,0,81,41690,8,8,1996,1,0,7739,1176,741,0,8,9446167.6
96395,51,0,1,70,69572,1,4,2016,0,1,7673,136,594,1,3,9648710.6
65823,2,0,1,40,30868,1,3,1999,1,0,5338,3077,655,1,10,6587187.9
85671,33,1,1,5,26126,2,3,2018,0,0,4821,4508,1000,0,5,8572647.8
2382,68,0,1,38,9577,9,1,1997,1,0,1806,5221,870,0,0,244305.7
82295,43,0,1,73,50452,5,1,2015,0,1,1048,1048,207,0,9,8236958.5
78217,78,0,0,73,34686,3,1,2003,0,0,7391,1085,907,0,2,7828401.3
58971,82,0,0,67,92533,9,3,2019,0,1,1799,398,876,0,4,5901033.9
38375,95,1,0,21,81613,2,5,2002,1,0,1686,2564,168,0,7,3840731.2
71807,99,1,0,87,27489,4,6,1996,0,1,6710,7671,415,1,9,7193582.6
23804,58,0,1,39,80200,1,1,2008,1,1,3709,618,295,1,5,2386532.8
10141,66,1,0,48,57500,5,3,1997,0,1,9916,9931,372,0,6,1020755.7
34358,64,0,1,29,87653,4,3,2015,1,0,3450,5033,461,0,9,3442393.5
76130,47,0,1,63,90886,6,8,2018,1,1,4019,7733,415,0,0,7621164.8
56339,100,1,1,21,98532,3,10,2012,0,0,4673,3911,626,0,8,5642801.2
34796,74,1,0,47,55362,1,9,2001,1,1,9407,9680,776,1,6,3483606.1
55176,2,1,1,18,4236,3,5,2020,0,1,1285,59,340,0,6,5523019.0
46658,2,0,1,60,51857,8,3,1996,0,0,3637,9555,892,0,3,4673368.6
66542,15,0,1,53,94714,4,1,1997,0,1,6602,9735,195,0,2,6659594.7
49617,9,0,0,32,40416,8,6,2015,1,1,9250,575,664,0,1,4964077.5
70021,52,1,0,28,95678,4,6,1992,0,1,4480,6919,680,1,1,7005572.2
59643,40,1,1,83,86323,2,9,1995,0,0,4636,1650,450,1,6,5976883.5
65886,71,1,0,15,97439,10,8,2012,0,1,187,9089,626,1,4,6592196.2
27394,93,1,1,66,19449,1,5,2012,1,0,9345,6623,959,1,7,2754889.2
92963,37,0,1,91,24358,2,2,2021,0,1,6285,3262,516,0,0,9309080.1
92722,79,1,0,73,83194,4,3,2019,0,1,38,1444,550,0,3,9283890.9
92942,51,0,0,38,85018,9,10,2001,1,0,389,4924,513,1,3,9298850.1
9423,51,0,0,56,66180,1,9,2010,0,0,2142,6254,926,0,9,944455.0
55712,58,0,1,19,34457,6,8,2021,0,0,2937,8852,135,1,9,5574642.1
15062,12,0,1,42,42048,4,2,2005,0,0,6899,1733,112,0,1,1511857.5
68043,34,0,1,66,95378,7,10,2012,1,0,705,28,672,1,0,6814850.2
56145,35,1,1,37,18243,7,7,2006,0,0,9251,5411,717,1,10,5617752.6
42537,43,0,0,74,63714,5,2,2010,1,0,6399,7712,547,0,4,4256423.0
7490,11,1,1,98,76635,4,3,2002,0,0,5403,5495,897,1,9,765190.2
37317,18,0,1,13,34533,8,4,1995,1,0,9077,880,779,1,6,3735933.5
53500,26,0,0,16,12354,1,5,2018,0,1,7448,6783,362,1,6,5350627.8
81301,14,1,1,46,97862,2,4,2017,0,0,5076,1467,974,1,2,8137029.7
27586,100,0,0,64,65098,4,5,2011,0,0,7988,6567,266,0,8,2762137.1
93202,11,1,0,8,75183,2,4,2009,0,0,6420,574,909,0,0,9325154.9
44966,99,1,1,30,17577,9,3,2009,1,0,3266,2525,551,1,10,4509078.9
69778,12,0,0,98,77479,10,9,2001,0,1,7906,6896,141,1,9,6988206.1
88906,97,1,1,42,46526,1,9,1999,0,0,4179,4164,674,1,3,8900096.9
71008,1,0,0,42,76193,6,9,2007,0,1,4727,1956,246,0,8,7104062.7
79577,98,1,1,20,2409,2,6,2008,1,1,8400,964,740,0,10,7967626.8
96862,60,1,0,65,39656,3,4,2010,0,0,7290,544,386,0,10,9692136.0
57160,19,1,0,27,33553,2,5,2001,0,0,6595,9458,709,0,1,5720788.1
52638,2,1,1,69,5500,9,2,2018,0,0,469,8300,245,0,4,5276387.8
72599,43,0,1,23,29526,9,3,2007,0,0,4841,6701,315,1,0,7262443.7
95063,89,0,1,32,96709,1,6,1991,1,1,1284,2651,983,1,3,9511106.1
34074,32,1,0,96,22464,5,5,1991,0,0,67,1403,707,1,9,3416825.1
69165,66,1,0,74,51371,4,4,2009,1,1,1543,9736,939,1,9,6926290.9
78992,42,1,0,68,18067,2,10,1996,1,1,2628,86,243,1,10,7903591.6
60759,17,0,0,51,37882,9,4,2006,1,0,5665,2866,885,1,7,6079351.6
44120,42,0,1,66,82323,1,1,1994,0,0,1680,1125,342,1,7,4420400.4
47956,61,0,0,69,39644,9,10,2016,1,0,3515,3972,959,0,1,4800729.6
49136,9,1,1,48,89553,8,3,2006,0,0,4728,1455,998,0,9,4919606.6
30803,39,1,0,49,63428,2,10,2004,0,0,3551,8633,968,1,6,3085897.4
27569,99,1,1,69,75363,1,8,1999,1,1,3855,6325,504,0,0,2765641.9
81374,87,1,1,15,21924,4,4,2020,1,1,1091,4844,629,1,7,8143861.0
25316,99,1,0,17,22827,4,3,1999,1,0,5367,2275,541,0,3,2535882.9
1796,28,0,0,4,66676,1,1,1997,0,1,8360,2070,142,0,4,180265.7
39289,58,1,0,50,4223,1,1,2020,1,1,5277,1590,634,0,4,3933825.0
77012,50,1,0,18,9235,1,5,2006,1,0,457,8971,483,0,4,7704558.6
23119,1,1,0,14,160,9,2,2004,1,0,4103,3272,410,1,7,2316639.4
40378,81,1,1,26,34312,9,1,2019,1,1,3836,2682,319,1,5,4046345.9
44561,8,0,0,72,89056,5,6,2002,1,1,1783,9281,774,1,5,4460766.2
93213,47,1,1,44,52530,6,2,1992,0,0,3442,2650,678,1,3,9329273.2
26883,68,1,0,20,42653,3,2,1994,0,1,3583,3508,620,0,7,2694154.4
90179,27,0,0,66,53762,1,7,2009,1,1,6791,3873,794,1,9,9023038.9
95281,22,1,0,8,17132,8,10,1990,1,1,5252,4489,537,0,1,9533000.0
92688,17,0,0,41,73006,5,4,1994,1,0,8919,5404,814,1,0,9271540.4
43587,83,0,0,26,7076,10,9,2005,1,0,8824,818,591,1,3,4360172.5
32017,81,0,1,26,40891,5,10,2010,0,1,1912,9275,863,0,1,3205104.0
47499,94,1,1,95,93032,4,4,1994,0,1,7833,2589,913,0,5,4758839.4
77261,32,0,0,18,67401,10,6,1997,0,1,5565,2696,640,1,5,7727179.7
25473,48,1,1,98,46038,4,8,2013,0,1,3132,6333,480,1,8,2555163.3
96478,98,1,0,95,73625,9,7,1993,0,0,2204,8880,847,1,0,9661311.3
73591,82,0,1,2,8474,2,6,2020,0,1,3338,3494,385,0,0,7363024.0
80995,7,0,1,50,28239,8,4,2019,0,0,4568,3359,567,1,6,8106168.9
87821,14,1,0,59,81694,8,7,2004,0,1,3079,4575,776,1,1,8788809.4
19440,38,1,0,51,59267,3,10,2020,1,0,1798,861,588,1,6,1951851.0
21106,58,1,1,86,4368,5,10,2006,0,1,2357,3590,607,0,2,2117995.6
62187,58,0,0,53,31731,9,10,1994,0,1,8759,1773,118,0,2,6220397.4
12373,18,1,0,59,50723,6,1,1994,0,1,3868,3618,823,0,9,1245235.4
25333,24,0,1,16,5799,5,2,2013,0,0,6852,5762,622,1,1,2538258.3
93896,35,1,1,80,66057,5,3,2004,0,1,6885,7016,301,0,9,9401076.4
97593,62,0,0,24,65628,5,5,1995,1,1,5893,7623,871,0,9,9760509.5
18966,58,1,0,25,4414,10,4,2019,1,1,2327,7431,823,0,0,1902151.9
11914,36,1,0,57,95044,8,6,2005,0,1,6274,1131,897,0,10,1198177.5
24633,76,1,1,62,5962,2,5,2016,0,1,3552,2008,458,1,8,2473370.6
26355,95,1,0,7,89193,4,5,2005,1,1,9721,6997,927,0,0,2641204.5
20259,31,0,0,66,67112,4,4,2018,1,1,8026,3253,392,0,6,2028945.8
64256,37,0,1,87,61431,4,2,1994,0,1,3051,8214,807,1,9,6438154.4
4617,71,0,1,64,82430,9,7,1995,0,0,8439,5627,507,1,3,466004.5
96228,80,1,1,15,16480,6,10,1998,0,0,5135,1755,551,0,3,9629903.8
38148,67,1,0,85,75326,3,10,2000,1,0,5131,5318,903,1,0,3824209.0
67448,43,0,0,15,91122,5,8,2000,0,0,1772,1618,549,1,10,6745520.0
74927,58,0,0,17,65895,1,5,2013,0,1,1056,347,243,0,1,7494035.3
74139,11,1,0,18,24641,9,3,1992,0,0,1076,1403,257,1,9,7417297.2
54469,53,0,0,88,42993,2,5,1999,0,1,9629,1626,178,0,3,5455583.9
59608,69,1,0,32,9999,2,10,2012,1,0,8997,4480,414,1,0,5968780.2
69942,67,0,0,62,19382,5,6,2008,1,1,7253,5226,832,0,9,7000444.8
54694,75,1,0,73,3520,9,8,1996,0,0,7413,6666,347,0,4,5478956.6
88352,61,1,1,100,76869,8,3,2017,0,1,8867,9164,597,0,7,8844632.7
10206,42,1,0,56,15906,5,4,2007,0,0,6807,5748,537,1,9,1024239.7
14113,96,0,1,53,14800,10,9,2014,1,1,1361,721,634,0,10,1417648.4
40736,55,1,1,46,20797,7,5,1994,1,1,4246,6743,134,1,3,4087187.4
13972,39,0,0,8,91674,2,2,2009,0,0,1477,3153,952,1,2,1397748.9
88033,95,1,1,100,81587,7,5,2006,1,0,9436,3665,753,0,7,8817404.6
50599,93,1,1,89,21075,1,8,2016,0,1,3334,9130,719,0,5,5067362.6
54682,81,1,0,92,63687,3,6,2013,0,1,1114,2269,341,1,5,5477375.3
39806,32,1,1,66,39652,6,10,2014,0,0,2890,3285,752,1,4,3990034.4
6381,56,0,0,78,61113,5,1,2013,0,1,3859,7504,933,0,2,639687.3
90703,61,0,1,15,57243,9,5,2002,1,0,96,2565,192,1,7,9072785.2
52078,17,0,1,1,53361,4,6,1993,1,1,619,8032,424,0,8,5212915.3
66836,68,1,0,63,33390,5,1,2017,1,0,9048,2932,903,1,2,6692953.7
54159,79,1,1,41,92628,7,7,1992,0,0,6417,6724,125,0,5,5424708.2
50109,35,0,1,13,53434,4,2,2015,1,1,7101,5819,846,0,7,5016997.5
58610,9,0,0,83,32703,3,2,2012,1,1,2014,6018,644,1,1,5868889.2
16909,23,0,1,49,40566,1,5,2016,1,0,8251,5932,715,1,0,1696771.6
70606,17,1,1,79,38,7,3,2017,1,0,4927,1285,197,0,5,7070662.7
5177,73,1,0,76,37374,6,6,2013,0,1,575,9677,248,1,2,523333.3
41303,43,0,0,29,33769,2,2,2021,0,0,2712,8350,625,0,3,4132922.1
2246,14,0,0,46,35071,1,1,2015,0,1,9881,6101,384,0,7,226661.5
71657,2,0,1,42,42600,6,3,2012,1,0,6036,9248,577,0,7,7170264.2
59560,21,0,0,69,31501,4,10,1999,1,1,3889,5046,843,1,0,5960180.9
72281,4,1,0,84,38954,3,10,2010,0,1,6225,3509,966,1,5,7239761.0
17791,36,0,1,63,59192,3,7,2006,0,0,4717,9947,430,1,7,1786416.6
74069,53,1,1,91,30191,5,7,1993,0,0,4836,9018,268,1,3,7417780.3
92196,29,0,1,84,75407,3,9,1992,1,0,3300,5145,314,1,7,9224397.2
47765,15,0,1,66,14101,4,5,2007,1,1,5106,5280,431,0,10,4781324.7
416,46,0,1,45,62199,8,4,1996,0,1,7208,7691,786,0,1,46790.6
39853,66,0,0,78,63667,9,2,1997,1,0,699,9491,434,1,9,3988957.7
66555,56,1,1,36,47738,8,10,2020,1,1,847,8138,184,1,4,6664457.0
59752,83,0,1,86,78411,10,5,1995,0,0,4550,7609,246,1,0,5987095.5
60265,97,1,1,45,62899,1,9,1990,0,1,4110,1675,599,0,4,6033313.0
80413,7,0,1,4,42344,9,3,2011,0,0,8059,5801,488,0,10,8046485.1
82016,15,0,0,93,96050,5,4,2014,0,1,839,3501,680,0,9,8211272.4
82310,95,1,1,55,43202,2,10,2005,1,0,8556,673,793,0,10,8240688.5
18485,38,1,0,93,95615,2,2,2019,1,0,7715,1251,363,0,9,1853308.9
45737,86,1,1,37,74646,9,5,2011,1,0,7396,5189,134,1,0,4580439.1
51461,45,1,1,28,7520,1,4,2017,1,0,1861,1316,198,1,10,5152982.7
69290,23,0,0,38,28205,4,3,2009,0,1,8296,7133,225,0,8,6932336.9
98701,69,1,1,81,27428,10,6,1992,0,0,8524,7051,202,0,4,9879541.2
52771,68,0,1,72,17813,1,10,2016,0,1,4158,5214,738,0,6,5284748.6
92384,95,0,0,3,75759,1,9,2014,1,1,789,1421,455,0,6,9239195.4
15614,21,0,1,37,77244,10,10,2001,1,1,7068,6512,667,0,10,1568188.1
89925,25,0,1,50,98444,5,7,1992,1,1,4584,8115,918,1,6,8999987.2
58949,9,0,0,36,30936,7,9,1996,1,0,9186,1337,380,0,1,5897197.6
11685,85,1,0,13,70794,8,6,1993,0,1,362,3584,299,0,1,1173785.3
96931,49,0,1,98,88234,5,3,1999,0,0,3644,9284,165,0,5,9703396.9
60763,78,1,0,36,12334,3,4,1992,1,0,3271,9794,446,0,8,6079816.2
62587,14,0,0,35,26410,3,7,2010,1,0,6374,3188,894,1,6,6260826.0
60056,75,0,1,7,40397,9,7,1995,0,1,7429,2535,344,1,7,6011032.5
683,91,1,1,31,75419,10,3,2009,0,1,6528,2986,172,0,10,76430.9
241,78,0,1,50,86182,7,6,2013,0,1,4070,7336,962,0,7,29643.3
54977,51,0,0,10,64654,3,7,2004,1,0,5615,8100,300,1,2,5498970.4
90499,27,1,1,75,29136,1,7,1997,0,0,7822,268,745,1,3,9057504.7
41325,81,1,1,12,65653,7,5,2012,1,1,4438,4704,997,0,6,4139962.2
80976,87,1,0,55,91185,6,7,2010,0,0,4642,9317,788,1,10,8102795.0
6518,10,0,0,72,65523,1,7,2008,1,0,5381,6047,739,1,0,658946.8
71997,75,1,1,44,67609,8,10,2014,1,0,4305,3492,662,1,6,7207715.4
50873,95,0,0,38,10919,7,10,2018,1,0,4083,9834,379,0,4,5089609.8
67724,64,1,1,32,21319,5,1,1991,0,1,9339,6052,751,0,2,6780960.1
5409,51,0,0,70,84029,10,3,2017,1,1,7475,9621,142,0,7,546201.7
63345,27,0,0,93,41954,5,5,2000,1,1,8836,1143,212,1,2,6337954.0
53690,5,0,1,88,6539,4,8,2000,0,0,783,6981,391,0,0,5375387.0
15981,9,0,0,91,16659,7,7,2004,1,1,8694,2172,565,0,2,1600688.4
37098,69,1,0,23,37665,5,4,2014,0,1,3009,3202,862,0,9,3713807.4
56134,49,0,1,49,89421,2,9,1999,0,1,6815,5456,761,0,8,5619428.9
38569,16,0,0,13,72720,2,1,2008,0,0,1677,4409,640,0,7,3857629.8
53146,30,0,0,14,11726,10,8,2002,0,0,2207,9239,541,0,6,5316210.2
83865,38,1,1,42,27967,6,2,1992,0,1,8832,732,680,1,9,8395225.2
70607,8,0,1,28,48044,5,7,2009,0,0,6278,8181,397,0,0,7068284.9
65164,75,1,0,20,34821,8,6,2015,0,0,9489,9895,427,1,0,6520948.5
79723,71,0,1,17,21006,9,7,2021,1,1,6409,3614,940,1,3,7976910.1
71154,67,0,1,53,8762,2,6,2021,1,1,8418,7187,706,0,8,7122699.1
63817,89,1,1,92,42278,8,4,2009,1,1,4092,7724,170,0,9,6391540.9
63026,19,1,1,7,43079,9,4,2004,1,0,349,361,872,0,9,6307284.4
30863,78,0,1,34,73984,6,9,2015,0,0,4411,2968,273,1,9,3089420.5
26050,20,0,1,48,39634,7,2,1991,1,0,9143,4193,195,0,2,2612716.1
15588,76,0,1,86,58630,10,4,2015,1,0,9581,1928,273,1,4,1563887.5
54421,23,1,1,60,8350,2,5,1993,0,1,9390,3313,261,0,4,5453842.3
1296,39,0,1,42,60574,10,1,2005,0,1,4394,5959,390,1,7,134386.5
92256,32,0,1,35,73315,10,1,2014,0,1,8875,570,582,0,1,9231273.4
10048,75,0,0,34,19158,5,3,1991,0,0,3960,4166,729,0,1,1006643.1
10745,86,1,0,14,42903,9,4,1995,1,1,8212,4181,338,0,9,1080749.5
60490,14,0,0,80,49456,2,4,1998,0,1,2930,5328,953,1,4,6051979.8
36119,39,1,0,46,16503,7,4,2019,0,1,3958,3737,889,1,3,3620813.9
4069,39,0,1,3,45738,5,5,2003,0,0,6946,2891,630,0,2,411451.3
21054,56,0,1,46,73635,9,5,2012,1,0,1348,5131,142,1,3,2111055.2
4149,70,0,1,19,47258,9,5,2001,1,0,2606,7650,326,1,5,420560.1
13389,10,0,1,95,28124,7,4,2015,1,1,2978,7536,441,0,2,1349726.5
49898,50,0,1,87,23555,1,8,2000,0,1,6421,4363,333,1,8,5000704.0
61734,24,1,0,79,12079,9,1,1994,0,0,3764,6375,484,1,9,6180305.4
60283,84,1,0,63,80221,1,4,1991,1,0,6074,6473,711,0,6,6033341.1
92629,33,0,0,33,84063,3,3,2005,0,1,1728,7740,435,1,1,9265133.5
90162,71,1,1,27,52536,3,4,1992,1,0,2569,2826,909,1,1,9023922.2
96018,65,0,0,43,58459,2,5,1996,1,0,5812,6593,963,1,5,9606040.6
47027,64,0,0,50,12453,2,6,2017,0,1,5716,3255,334,1,4,4704701.7
41845,32,1,0,61,73745,2,6,1992,0,0,5440,2716,407,0,1,4191538.2
66993,81,1,1,72,4017,3,1,2016,0,1,548,1062,954,1,2,6710225.6
72555,30,1,1,61,40387,10,3,2009,0,0,5346,5785,533,0,0,7264099.9
98788,27,1,0,25,4206,5,9,2014,1,0,5205,5002,278,1,3,9884496.4
45008,37,1,1,48,69416,10,2,2002,1,0,6870,9380,656,0,1,4511521.2
72730,58,0,0,38,37518,2,10,1993,1,0,9441,9775,854,1,0,7276501.3
44589,44,1,1,57,80966,6,6,2001,0,1,4247,1229,233,0,3,4468398.1
66258,9,1,1,84,52280,9,10,2015,1,0,376,1581,428,0,2,6637330.5
54096,76,1,1,81,82008,7,7,2009,1,0,3228,6857,753,1,3,5421215.9
34282,24,1,0,94,8087,9,9,1991,0,0,7021,8695,971,1,3,3440156.1
55592,68,0,1,10,80811,7,6,2021,0,0,7719,4694,372,1,0,5564877.1
47739,40,0,1,40,3890,3,4,2007,1,1,9446,7432,955,0,0,4782451.7
32396,11,1,1,8,75606,3,10,2017,1,1,4276,5610,428,1,4,3247610.7
54780,70,0,1,3,31961,5,6,2017,1,1,2957,4536,704,1,3,5480478.7
77744,34,0,0,85,69381,10,7,1990,0,1,3190,9835,379,0,6,7781079.0
33742,65,1,0,98,39875,6,9,1993,0,0,5601,9272,699,0,2,3385270.3
50875,65,1,1,43,42046,7,1,1991,1,0,8637,4362,178,1,7,5097157.1
49996,85,0,0,19,46272,3,3,2021,1,1,2914,9364,295,1,8,5001283.1
44229,65,1,0,39,53261,9,3,1993,1,1,9789,1111,230,0,4,4429834.3
22796,75,0,1,6,52092,4,2,2016,0,0,5358,826,643,1,3,2282740.6
21284,67,0,0,63,78275,7,7,2010,0,0,1589,6243,788,0,3,2134558.0
42217,74,1,1,83,58719,3,7,2009,1,1,752,2812,710,0,5,4228208.9
94707,30,0,1,1,72014,1,7,2014,1,0,2933,694,276,1,6,9473157.4
56514,33,0,0,48,14694,5,3,1991,1,1,3987,3165,677,0,1,5652969.1
51457,64,0,1,32,68294,3,10,2016,0,0,3016,1891,633,1,4,5150600.6
50077,66,0,0,72,45791,5,10,2016,1,1,914,514,222,1,7,5009343.6
25614,29,0,0,27,52970,4,1,1994,1,0,700,377,519,1,9,2563970.4
93733,81,1,1,4,9963,4,8,1993,0,1,4804,8958,701,0,8,9378278.3
33935,12,0,0,86,30349,7,4,2015,1,1,7274,2699,626,0,0,3400557.5
23228,16,0,0,18,77811,3,2,2013,0,1,3513,1392,563,1,3,2324503.3
67360,62,1,0,77,19166,4,9,1994,1,1,297,8071,413,0,4,6748344.4
59545,65,0,1,21,90618,1,10,2020,0,1,5558,5073,642,0,9,5958908.0
97854,38,0,1,96,46941,4,8,2012,0,1,1911,9946,815,0,7,9794720.2
18250,16,0,0,82,7383,7,10,2011,1,0,7751,6127,565,1,2,1829113.1
55992,19,1,1,57,67604,8,1,1990,0,1,3415,4642,773,1,4,5608196.0
7101,73,0,1,6,62086,10,10,2012,1,1,9168,6768,912,1,5,715591.2
68449,96,1,0,98,58917,3,5,2012,1,0,7980,6930,471,1,7,6852081.2
29543,27,0,1,92,52082,2,5,2005,0,0,5932,4494,406,1,8,2961309.5
93361,15,1,0,7,73932,1,4,1996,0,0,3520,9064,920,0,5,9340382.6
873,11,0,0,51,29861,6,5,2005,0,1,6353,9736,860,0,1,92386.5
41419,78,0,0,96,64762,3,1,1992,0,0,8271,1797,309,0,0,4146569.2
96309,1,1,1,25,82647,2,6,2011,1,1,6790,7408,164,1,0,9638086.1
76938,62,0,1,64,21614,2,6,1990,0,1,9365,3276,850,0,7,7697356.0
60226,79,1,1,80,93097,3,4,2016,0,0,2349,9557,285,0,5,6035968.6
11362,53,1,1,96,74144,7,5,2012,0,1,9242,9662,914,1,7,1144566.2
54872,70,0,1,91,57546,7,1,2015,1,1,5201,7951,302,1,4,5491066.5
255,62,1,1,77,68676,2,2,2015,1,0,2522,1313,776,0,5,34291.5
26861,69,0,0,19,4795,2,9,2013,0,1,7106,7748,989,1,2,2687627.3
42903,3,0,0,59,52947,10,5,1991,1,1,4733,2408,765,1,6,4295529.1
63505,37,1,0,5,794,10,9,1999,1,0,1791,981,547,1,4,6354413.9
15348,44,0,0,42,71099,5,6,2008,1,1,6784,8560,978,1,6,1538968.8
79837,56,0,1,61,9646,10,3,2019,0,0,6045,4814,939,0,8,7991469.9
74907,9,0,1,27,2480,6,7,2009,1,1,6664,9969,515,1,0,7494845.9
36558,40,0,1,24,31204,3,4,2004,0,1,3190,4409,337,0,4,3659640.4
21106,68,0,0,33,38256,9,5,2005,0,0,9968,4349,395,0,3,2114088.5
61139,92,0,1,94,63244,10,2,2006,0,0,2336,1315,225,1,10,6127221.6
8731,90,1,1,24,3317,8,10,2015,1,1,8290,7290,777,0,3,880713.5
47184,6,0,0,5,38927,1,4,2013,0,1,5234,4980,248,0,7,4719026.3
95312,33,0,0,88,57320,6,8,1995,0,0,9960,7109,812,0,10,9536803.5
20869,6,1,0,100,29066,6,1,1990,1,0,8356,5196,311,0,8,2101176.0
90262,97,0,1,45,58562,10,10,2008,0,0,3904,7443,447,0,10,9035172.8
41276,90,1,1,66,37390,4,7,1992,0,1,7369,4787,393,0,2,4136486.2
19793,64,1,1,56,53745,3,4,1997,0,1,9523,7097,178,0,3,1988236.7
57720,35,1,1,14,88487,10,6,2017,1,0,3550,6304,794,1,9,5777415.7
9367,99,1,1,73,1080,4,9,2006,0,0,4137,7384,571,1,8,944409.6
59079,86,0,1,93,95606,7,7,2003,1,1,1669,7594,335,0,6,5919483.3
68245,23,0,0,99,51134,1,1,2005,1,1,7027,3022,374,1,9,6827724.5
